,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu1501,0,0,0,0,0,0,0,0,0,0,0,0,0,837.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2628,3.759398496,0,0,0,0,0,0,8.547008547,7.90513834,8.547008547,3.984063745,0,4,0,0,22.05882353,0,7.936507937,0,0,0,0,20,0,0,0,12.82051282,83.33333333,0,14.63414634,0,0,0
Zotu3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.36363636,0,0,0,0,0,0,0
Zotu9330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8310,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.9411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.1834862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9193,3.759398496,0,0,0,0,0,0,0,0,0,7.96812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76923077
Zotu4633,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3275,0,0,0,0,0,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6674,0,0,0,4.830917874,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3823,3.759398496,0,0,4.830917874,0,0,0,8.547008547,0,0,7.96812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.58823529,0,0,0,0,0,0,0,0,44.94382022,0,6.41025641,0,0,78.04878049,0,0,0
Zotu2130,7.518796992,0,0,4.830917874,0,0,0,0,3.95256917,0,11.95219124,0,12,12.5,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3260,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,85.10638298,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Zotu2757,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.3820225,0,0,0,0,0,0,0,0
Zotu621,0,0,0,0,0,0,0,0,395.256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3338,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,63.82978723,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0
Zotu7231,3.759398496,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu836,0,0,0,0,0,0,0,8.547008547,0,0,0,0,0,0,10.69518717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,38.46153846,0,0,0,0,0,0
Zotu7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5900,0,0,0,4.830917874,0,0,0,0,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1609,0,0,0,0,0,0,21.73913043,8.547008547,0,8.547008547,7.96812749,8.620689655,4,0,0,14.70588235,0,15.87301587,0,0,0,0,0,0,0,0,6.41025641,0,11.36363636,0,0,0,0
Zotu7017,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5454545,38.46153846,0,0,0,0,0,0
Zotu3809,0,0,0,0,0,39.6039604,0,0,0,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.81818182,0,0,0,0,0,0,0
Zotu1775,0,0,0,0,0,29.7029703,0,0,0,25.64102564,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,36.36363636,0,0,0,0,0,0,0
Zotu1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1721,0,0,0,9.661835749,0,0,0,0,0,0,0,17.24137931,8,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2177,7.518796992,0,0,4.830917874,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1922,11.27819549,0,71.42857143,9.661835749,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu4895,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0374332,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0
Zotu1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.2926829,0
Zotu2437,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,0,0,0,0
Zotu3038,0,0,0,9.661835749,0,0,0,0,3.95256917,8.547008547,0,34.48275862,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0
Zotu1747,0,0,0,0,0,0,0,0,0,0,0,0,16,0,42.78074866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4048,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1298,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8458,0,0,0,0,0,49.5049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0
Zotu3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3686,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu2110,0,0,0,0,0,0,0,0,3.95256917,0,7.96812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4162,0,0,0,0,0,0,0,85.47008547,0,0,0,0,0,0,10.69518717,0,0,0,0,120.6896552,0,0,0,0,0,0,0,0,0,0,0,24.3902439,0
Zotu2014,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0
Zotu9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.17647059,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0
Zotu1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,1146.341463,0
Zotu4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,19.23076923,0,0,0,0,0,0
Zotu9356,0,0,0,0,52.63157895,0,0,0,0,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87804878,0,0,0
Zotu736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,9.090909091,0,0,0,0,0,0,0
Zotu3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9390,0,0,0,0,0,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0
Zotu1924,0,0,0,0,0,0,0,0,3.95256917,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,4.545454545,19.23076923,0,0,0,0,0,0
Zotu2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1160,11.27819549,0,35.71428571,19.3236715,0,0,0,8.547008547,19.76284585,8.547008547,27.88844622,0,8,0,0,0,9.174311927,7.936507937,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,46.15384615
Zotu5291,3.759398496,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2109,0,0,0,9.661835749,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2210,3.759398496,0,0,0,0,0,0,0,7.90513834,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2408,0,0,0,0,0,0,0,0,0,0,3.984063745,0,4,12.5,37.43315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.81818182,0,0,0,0,0,0,0
Zotu4680,0,0,0,0,0,0,0,0,3.95256917,8.547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7314,0,0,0,0,0,0,21.73913043,17.09401709,3.95256917,0,3.984063745,8.620689655,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Zotu2669,11.27819549,0,0,0,0,0,0,0,3.95256917,8.547008547,3.984063745,0,0,0,0,0,18.34862385,0,0,0,0,27.02702703,0,34.48275862,0,0,0,0,11.36363636,0,0,0,0
Zotu2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05882353,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,34.14634146,0,0,0
Zotu2623,0,0,0,0,26.31578947,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.4137931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1024,3.759398496,0,0,0,26.31578947,0,21.73913043,0,0,0,7.96812749,0,24,37.5,106.9518717,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9141,0,0,0,0,0,0,21.73913043,0,0,0,0,8.620689655,0,0,0,7.352941176,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Zotu4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu2702,3.759398496,0,0,0,52.63157895,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu939,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6470588,0,0,0,0,0,0,0,0,56.17977528,0,0,0,0,131.7073171,0,0,0
Zotu4539,0,0,0,0,0,0,0,0,0,17.09401709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0
Zotu1932,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,6.41025641,0,11.36363636,0,0,0,0
Zotu2403,0,0,0,0,0,0,0,0,7.90513834,17.09401709,0,17.24137931,0,0,0,0,0,15.87301587,0,0,0,0,20,0,0,0,6.41025641,0,11.36363636,14.63414634,0,0,0
Zotu5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11.36363636,0,0,0,0
Zotu2402,3.759398496,0,0,4.830917874,0,0,0,25.64102564,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,32.05128205,0,0,0,0,0,0
Zotu992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.52941176,0,0,0,0,0,0,0,0,101.1235955,0,0,0,0,112.195122,0,0,0
Zotu9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9440,0,214.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2427,7.518796992,0,0,9.661835749,0,0,0,0,0,0,3.984063745,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu2376,0,0,0,0,0,29.7029703,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,40.90909091,6.41025641,0,0,0,0,0,0
Zotu1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3177,11.27819549,0,0,9.661835749,0,0,0,8.547008547,11.85770751,0,0,0,4,0,0,0,9.174311927,0,0,0,0,0,0,0,0,27.27272727,0,0,0,0,0,0,0
Zotu7579,0,0,0,0,0,0,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1556,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,0,23.80952381,0,0,0,0,20,0,11.23595506,13.63636364,25.64102564,166.6666667,22.72727273,19.51219512,0,0,0
Zotu3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1855,11.27819549,0,35.71428571,9.661835749,0,0,0,0,7.90513834,0,15.93625498,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538
Zotu9399,7.518796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,32.05128205,0,0,0,0,0,0
Zotu4563,3.759398496,0,0,0,0,0,21.73913043,8.547008547,0,0,0,0,0,0,0,7.352941176,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3760,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu706,56.39097744,0,0,14.49275362,0,0,0,0,23.71541502,0,27.88844622,0,32,0,0,0,18.34862385,0,0,0,0,54.05405405,0,0,0,0,0,0,0,0,0,0,0
Zotu734,45.11278195,0,0,33.81642512,0,9.900990099,0,25.64102564,23.71541502,0,19.92031873,0,16,0,0,0,18.34862385,0,0,0,0,54.05405405,0,0,0,0,0,0,11.36363636,0,0,0,0
Zotu7569,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2098,15.03759398,0,0,4.830917874,0,0,0,0,7.90513834,0,3.984063745,0,8,0,0,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1303,3.759398496,0,0,0,0,0,0,0,11.85770751,0,0,77.5862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2655,0,0,0,0,0,0,0,0,7.90513834,0,3.984063745,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6992,0,0,0,0,0,0,0,17.09401709,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0
Zotu848,30.07518797,0,0,19.3236715,0,0,0,0,3.95256917,0,15.93625498,0,28,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,45.45454545,4.87804878,0,0,0
Zotu5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4548,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7.352941176,0,0,0,0,0,0,0,0,0,0,6.41025641,0,0,0,0,0,0
Zotu2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.0344828,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8137,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6961,0,0,0,0,0,0,0,42.73504274,0,0,0,0,0,0,0,0,0,0,0,51.72413793,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2563,0,0,0,0,26.31578947,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2003,18.79699248,0,0,0,0,0,0,8.547008547,3.95256917,0,7.96812749,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5345,0,0,0,0,0,9.900990099,0,0,3.95256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,0,0,0,0
Zotu892,0,0,0,0,0,0,0,0,0,0,15.93625498,0,4,87.5,0,0,0,0,723.4042553,0,0,0,0,0,0,0,0,0,0,0,0,487.804878,0
Zotu3887,3.759398496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6206,3.759398496,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756097561,0,0,0
Zotu3454,0,0,0,0,0,0,0,0,138.3399209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8981,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8903,0,0,0,4.830917874,0,0,0,17.09401709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu779,33.83458647,0,17.85714286,9.661835749,0,19.8019802,0,17.09401709,15.81027668,0,27.88844622,0,16,12.5,0,0,9.174311927,0,0,0,0,108.1081081,0,0,11.23595506,0,0,0,0,0,0,0,0
Zotu7143,3.759398496,0,17.85714286,0,0,0,0,0,3.95256917,0,3.984063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7947,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0
Zotu6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2683,3.759398496,0,0,0,0,0,0,0,11.85770751,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,0,0,0,0,0
Zotu4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.72727273,0,0,0,0,0,0,0
Zotu7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5854,0,0,0,0,0,0,0,0,0,0,3.984063745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2095,0,71.42857143,0,0,0,0,0,0,3.95256917,0,7.96812749,0,4,37.5,42.78074866,0,9.174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
