,10A Pocillopora damicornis,11A Pocillopora damicornis,12A Pocillopora damicornis,13 Acropora sp,14 Acropora sp,18 Porites sp,23 Acropora sp,24A Acropora sp,26 Acropora sp,28 Acropora sp,29 Acropora sp,2A Pocillopora damicornis,30A Montipora sp,31A Porites sp,32A Porites sp,33A Montipora sp,34A Montipora sp,35A Montipora sp,36A Montipora sp,3A Pocillopora damicornis,42A Porites sp,43A Pocillopora damicornis,46A Porites sp,47B Porites sp,48A Acropora sp,49A Acropora sp,4A Pocillopora damicornis,50A Acropora sp,6A Pocillopora damicornis,7A Porites sp,8A Montipora sp,9AMontipora sp
Zotu1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu312,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,25.64102564,0,0,0,0,4.716981132,0,0,0,0,0,0,32.89473684
Zotu265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0
Zotu7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576659039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44736842
Zotu1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.868421053
Zotu818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu78,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,9.433962264,6.451612903,0,0,0,0,0,16.44736842
Zotu572,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu101,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,6.289308176,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,23.80952381,0,65.78947368
Zotu344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu266,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02631579
Zotu153,0,0,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44736842
Zotu409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu162,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,42.45283019,12.90322581,0,0,0,0,0,6.578947368
Zotu892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5255,0,0,0,0,0,217.8217822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.153318078,0,0,0,0,0,0,23.58490566,0,0,0,0,0,0,0
Zotu2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0
Zotu1165,0,0,40,0,0,0,0,0,10.20408163,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu819,0,0,0,0,0,0,22.98850575,0,0,0,0,111.1111111,27.39726027,0,0,0,0,2.288329519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu106,239.1304348,365.8536585,4120,98.5915493,2222.222222,19.8019802,252.8735632,310.3448276,275.5102041,172.4137931,166.6666667,244.4444444,246.5753425,31.44654088,3342.857143,200,118.8118812,343.2494279,387.755102,153.8461538,57.14285714,227.2727273,93.02325581,125,51.88679245,77.41935484,1351.351351,375,168.6746988,261.9047619,288.1355932,55.92105263
Zotu132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1129,0,0,0,0,0,227.7227723,0,0,0,0,0,0,0,25.1572327,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu242,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0
Zotu3650,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,16.66666667,0,18.30663616,0,0,0,0,162.7906977,0,0,0,0,0,0,0,0,0
Zotu657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,0,41.66666667,0,0,0,0,0,0,0,0
Zotu898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu1088,0,0,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2368421
Zotu470,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,23.58490566,12.90322581,0,0,12.04819277,0,0,0
Zotu1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu670,0,97.56097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.5641026,0,90.90909091,0,0,0,0,0,0,0,0,0,0
Zotu287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu1095,21.73913043,0,120,0,15.87301587,0,0,34.48275862,0,0,0,0,0,0,0,0,0,22.88329519,20.40816327,153.8461538,0,0,0,0,0,6.451612903,0,27.77777778,0,0,16.94915254,3.289473684
Zotu1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu760,0,24.3902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.9056604,0,0,0,0,0,0,6.578947368
Zotu1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2008,0,0,0,0,0,247.5247525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu222,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu241,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.73684211
Zotu393,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84745763,9.868421053
Zotu209,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0
Zotu377,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,11.62790698,0,9.433962264,0,0,0,0,0,0,0
Zotu166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu335,65.2173913,536.5853659,0,70.42253521,158.7301587,19.8019802,91.95402299,34.48275862,51.02040816,120.6896552,27.77777778,44.44444444,82.19178082,6.289308176,485.7142857,0,19.8019802,4.576659039,163.2653061,128.2051282,0,90.90909091,23.25581395,0,4.716981132,0,0,69.44444444,0,0,0,131.5789474
Zotu1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu1029,0,0,40,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,12.04819277,0,0,0
Zotu3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1114,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu757,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu611,0,0,0,0,0,39.6039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.94736842
Zotu2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10766,0,24.3902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,50.84745763,0
Zotu452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09638554,0,0,0
Zotu1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2780,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu107,173.9130435,609.7560976,10280,56.33802817,1238.095238,9.900990099,91.95402299,224.137931,91.83673469,224.137931,583.3333333,555.5555556,287.6712329,18.86792453,2200,216.6666667,366.3366337,318.0778032,387.755102,205.1282051,28.57142857,227.2727273,46.51162791,83.33333333,99.05660377,70.96774194,891.8918919,152.7777778,144.5783133,142.8571429,728.8135593,88.81578947
Zotu389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1143,0,0,0,0,0,0,0,0,0,0,0,0,0,69.18238994,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2775,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu433,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,23.80952381,0,3.289473684
Zotu201,0,0,0,0,0,0,11.49425287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu10258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu621,0,0,0,0,31.74603175,0,22.98850575,68.96551724,30.6122449,103.4482759,0,0,54.79452055,12.57861635,0,16.66666667,0,13.72997712,61.2244898,230.7692308,0,272.7272727,0,0,4.716981132,25.80645161,0,27.77777778,24.09638554,0,0,32.89473684
Zotu823,0,0,1240,0,380.952381,9.900990099,22.98850575,51.72413793,30.6122449,0,0,0,27.39726027,0,0,16.66666667,29.7029703,20.59496568,0,76.92307692,0,0,0,0,4.716981132,25.80645161,0,55.55555556,12.04819277,23.80952381,50.84745763,19.73684211
Zotu424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44736842
Zotu1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.288329519,0,0,0,0,1802.325581,0,0,0,0,0,0,0,0,0
Zotu2244,0,0,0,0,0,0,0,0,20.40816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.289473684
Zotu145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,9.868421053
Zotu8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu358,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60526316
Zotu1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2663,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10152,0,0,0,0,0,0,0,17.24137931,0,0,0,0,82.19178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6949153,0
Zotu1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0
Zotu1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0
Zotu268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.578947368
Zotu364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu156,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,4.716981132,19.35483871,0,0,0,0,0,6.578947368
Zotu4168,0,0,0,14.08450704,0,0,0,17.24137931,0,0,0,0,41.09589041,0,0,0,0,2.288329519,0,0,0,0,0,0,0,12.90322581,0,0,0,0,0,0
Zotu225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,14.1509434,0,0,0,0,0,0,0
Zotu5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1039,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0
Zotu765,0,0,0,0,0,0,34.48275862,0,132.6530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.3773585,0,0,0,0,0,0,0
Zotu154,0,0,0,0,0,0,11.49425287,0,326.5306122,0,0,0,136.9863014,0,0,0,0,11.4416476,551.0204082,0,0,0,0,0,9.433962264,0,0,13.88888889,12.04819277,0,0,3.289473684
Zotu6378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44736842
Zotu3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.900990099,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0
Zotu561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,0,0
Zotu2739,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132,0,0,0,0,0,0,0
Zotu11153,0,0,0,28.16901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1337,0,0,0,0,0,138.6138614,0,0,0,0,0,111.1111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888889,0,0,16.94915254,0
Zotu644,0,0,0,0,0,0,11.49425287,931.0344828,0,379.3103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.1509434,567.7419355,0,430.5555556,0,0,0,0
Zotu264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4203,0,0,0,14.08450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62790698,0,0,0,0,0,0,0,0,0
Zotu2745,0,0,0,0,0,0,0,0,0,0,0,0,27.39726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,14.1509434,109.6774194,0,83.33333333,0,0,0,0
Zotu1801,0,0,1120,56.33802817,444.4444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,24.09638554,0,0,0
