,1 Acropora sp,10B Pocillopora damicornis,11B Pocillopora damicornis,12B Pocillopora damicornis,16 Acropora sp,17 Montipora sp,20 Montipora sp,22 Acropora sp,25A Porites sp,2B Pocillopora damicornis,31B Porites sp,32B Porites sp,33B Montipora sp,34B Montipora sp,35B Montipora sp,42B Montipora sp,43B Pocillopora damicornis,46B Porites sp,48B Acropora sp,49B Acropora sp,5 Acropora sp,50B Acropora sp,'7B Porites sp.',8B Montipora sp,9B Montipora sp
Zotu2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1214,0,0,1.904761905,19.8019802,71.42857143,52.63157895,22.72727273,40.81632653,0,68.96551724,23.80952381,0,0,0,0,0,108.1081081,0,3.460207612,0,0,81.08108108,0,0,5.347593583
Zotu1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1850,20,0,1.904761905,0,0,0,0,0,0,103.4482759,0,0,50.50505051,51.72413793,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu6838,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,3.460207612,92.10526316,0,0,0,0,0
Zotu1269,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9533,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,0,21.50537634,0,0,0,0,0,0,0,0,0,0
Zotu979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1172,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,3.460207612,0,0,0,0,0,0
Zotu1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2399,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu737,0,2844.660194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.56149733
Zotu10087,0,0,55.23809524,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu779,20,0,0,9.900990099,47.61904762,21.05263158,0,20.40816327,0,137.9310345,0,0,0,8.620689655,10.75268817,140.625,54.05405405,0,0,0,0,27.02702703,0,33.89830508,90.90909091
Zotu7045,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5416,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2674,20,0,0,0,0,0,11.36363636,0,0,0,0,0,10.1010101,0,0,0,0,157.8947368,89.96539792,39.47368421,0,0,0,0,0
Zotu1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.76124567,0,0,0,0,0,0
Zotu3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu1417,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.311828,0,0,0,0,0,0,0,0,0,0
Zotu2193,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0
Zotu3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.125,0,0,0,0,0,0,0,0,69.51871658
Zotu2972,0,0,0,0,0,31.57894737,0,20.40816327,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu1055,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3112,0,0,100.952381,69.30693069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu674,0,0,0,0,0,0,0,0,0,0,0,0,10.1010101,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.82352941,0,0,0,0,0,0
Zotu7096,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0
Zotu2276,0,0,0,0,0,0,0,40.81632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.9130435,0,5.347593583
Zotu784,0,0,0,0,0,0,0,0,0,0,0,0,60.60606061,94.82758621,43.01075269,15.625,0,157.8947368,10.38062284,52.63157895,0,13.51351351,43.47826087,16.94915254,0
Zotu3114,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3806,0,0,0,0,0,0,431.8181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84083045,0,0,0,0,0,0
Zotu6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2153,0,0,152.3809524,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3025,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu7888,0,0,1.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1476,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.8064516,0,0,0,0,0,0,0,0,0,0
Zotu4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7454,0,0,11.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu4042,0,29.12621359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5995,0,0,34.28571429,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2776,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02702703,0,6.920415225,0,0,0,43.47826087,0,5.347593583
Zotu1568,0,0,0,9.900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4281,0,0,0,0,0,0,0,0,333.3333333,0,47.61904762,51.94805195,0,0,0,0,0,105.2631579,0,0,0,0,0,0,0
Zotu8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu5783,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu9348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6196,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,52.63157895,0,0,0,0,0,0,0
Zotu1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2248,0,0,146.6666667,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4841,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3274,0,0,81.9047619,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu481,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86206897,0,0,0,0,0,0,0,0,0,0,0
Zotu2125,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.0320856
Zotu3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3299,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0
Zotu2478,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04278075
Zotu5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu6059,0,0,0,0,0,0,0,20.40816327,0,0,0,0,0,0,21.50537634,0,0,0,0,0,0,0,0,0,0
Zotu9275,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2822,0,0,106.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7796,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69518717
Zotu2098,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4440,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1173,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu4768,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4661,0,0,57.14285714,49.5049505,0,10.52631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu8402,0,0,41.9047619,108.9108911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3125,0,0,91.42857143,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1632,0,0,0,0,0,0,0,0,0,0,0,0,0,60.34482759,0,0,0,0,0,0,0,0,0,0,0
Zotu2434,0,640.776699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.78074866
Zotu3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6279,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu9519,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4739,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86206897,0,0,0,0,0,0,0,0,0,0,0
Zotu2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4653,0,0,57.14285714,29.7029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4948,0,0,0,0,0,31.57894737,0,0,0,0,0,0,0,0,0,15.625,27.02702703,0,0,184.2105263,0,0,0,0,0
Zotu1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu719,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1213,0,0,323.8095238,0,0,0,0,0,23.80952381,0,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397.849462,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu8056,0,0,0,0,0,0,0,0,0,0,0,0,50.50505051,0,0,0,0,0,13.84083045,0,0,0,0,0,0
Zotu1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu3987,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2188,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu10382,0,0,1.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu4983,0,0,0,0,0,10.52631579,11.36363636,0,0,448.2758621,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,16.94915254,0
Zotu4625,0,0,78.0952381,19.8019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3548387,0,0,52.63157895,0,0,0,0,0,0,5.347593583
Zotu8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu9031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2405,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2299,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9788,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3682,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,5.347593583
Zotu4596,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1874,0,19.41747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1766,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2288,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63157895,0,0,0,0,0,0,0
Zotu7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,26.31578947,0,0,0,0,0
Zotu5339,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1432,20,0,9.523809524,9.900990099,0,31.57894737,11.36363636,61.2244898,0,34.48275862,0,0,0,0,32.25806452,31.25,0,0,24.22145329,0,0,0,43.47826087,16.94915254,16.04278075
Zotu3633,0,0,1.904761905,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2543,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1537,40,0,1.904761905,0,0,21.05263158,22.72727273,20.40816327,0,0,23.80952381,12.98701299,20.2020202,34.48275862,0,15.625,162.1621622,52.63157895,0,0,0,0,86.95652174,50.84745763,37.43315508
Zotu2475,0,0,0,0,0,0,0,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
Zotu1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6215,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2085,0,9.708737864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
Zotu1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu9137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920415225,0,0,0,0,0,0
Zotu6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4986,0,0,0,0,0,0,0,0,0,0,0,0,20.2020202,0,0,0,0,0,0,0,0,0,0,0,0
Zotu5484,0,0,0,0,0,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15789474,0,0,0,0,0
Zotu1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,0,0,0,0,0,0
