	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id
Zotu4102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4103	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales NS9_marine_group				0
Zotu4104	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys			0
Zotu4106	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu4107	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu4108	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4109	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu411	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu4110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus			0
Zotu4113	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu4114	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4115	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu4116	Bacteria	Bacteroidota	Bacteroidia						0
Zotu4117	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4119	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ant.lacv5.1			0
Zotu4120	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu4121	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4122	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu4123	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4124	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae				0
Zotu4125	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas			0
Zotu4126	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Pyrinomonadaceae Rb41			0
Zotu4127	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4128	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu4129	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4130	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ant.lacv5.1			0
Zotu4131	Bacteria	Bacteroidota	Bacteroidia						0
Zotu4132	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter			0
Zotu4133	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4135	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4136	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu4138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4139	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4140	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4141	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus			0
Zotu4142	Bacteria	Planctomycetota	Planctomycetota Pla3_lineage						0
Zotu4143	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Xenococcus_pcc-7305			0
Zotu4144	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu4146	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4147	Bacteria	Planctomycetota	Planctomycetota						0
Zotu4148	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiales Eel-36e1d6				0
Zotu4149	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu415	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter			0
Zotu4150	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4151	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4152	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix			0
Zotu4153	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia			0
Zotu4154	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_chab-i-5_lineage			0
Zotu4157	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae OM60(NOR5)_clade			0
Zotu4158	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae				0
Zotu416	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4160	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4161	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4163	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu4164	Bacteria	Chloroflexi	Anaerolineae						0
Zotu4166	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu4167	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4168	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter			0
Zotu4169	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter			0
Zotu4170	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu4171	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4172	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4173	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4177	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter			0
Zotu4178	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4179	Bacteria								0
Zotu418	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas			0
Zotu4180	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu4181	Bacteria	Bacteroidota	Bacteroidia						0
Zotu4182	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas			0
Zotu4183	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu4184	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales					0
Zotu4185	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus			0
Zotu4186	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ki89a_clade					0
Zotu4187	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4188	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4189	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae Om27_clade			0
Zotu419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4190	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4191	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae Ellin516			0
Zotu4192	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter			0
Zotu4194	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu4195	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Rivularia_pcc-7116			0
Zotu4196	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu4197	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu4198	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4199	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu42	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_p7			0
Zotu420	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4200	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4201	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4203	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella			0
Zotu4206	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu4207	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu4208	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu4209	Bacteria	Bacteroidota	Bacteroidia					Zotu_542	100
Zotu4210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus			0
Zotu4211	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella			0
Zotu4212	Bacteria	Planctomycetota	Planctomycetota Vadinha50						0
Zotu4213	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Hoc36					0
Zotu4214	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales					0
Zotu4215	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu4216	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu4217	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4218	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Limibacillus			0
Zotu4219	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu422	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu4220	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ki89a_clade					0
Zotu4221	Bacteria	Planctomycetota	Planctomycetota Pla4_lineage						0
Zotu4222	Bacteria								0
Zotu4223	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4224	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4225	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu4226	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4227	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides			0
Zotu4229	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu423	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae				0
Zotu4230	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu4231	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu4232	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4233	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera			0
Zotu4234	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales					0
Zotu4235	Bacteria	Planctomycetota	Planctomycetota 028h05-p-bn-p5						0
Zotu4236	Bacteria	Gemmatimonadota	Gemmatimonadota Bd2-11_terrestrial_group						0
Zotu4237	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae Subgroup0			0
Zotu4238	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4239	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae				0
Zotu424	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter			0
Zotu4240	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria Unknown_family				0
Zotu4241	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Ki89a_clade					0
Zotu4242	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1b-19_marine_sediment_group			0
Zotu4243	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium			0
Zotu4244	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_amoebophilus			0
Zotu4245	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera			0
Zotu4246	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae				0
Zotu4247	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4248	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu4249	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4250	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula			0
Zotu4252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4253	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales Wd2101_soil_group				0
Zotu4254	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus			0
Zotu4255	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4256	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4257	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae				0
Zotu4258	Bacteria	Nb1-j							0
Zotu4259	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea			0
Zotu426	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_drto-55.2			0
Zotu4260	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae				0
Zotu4261	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu4262	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Xenococcus_pcc-7305			0
Zotu4263	Bacteria	Chloroflexi	Chloroflexi Kd4-96						0
Zotu4264	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales					0
Zotu4265	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4266	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu4267	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina			0
Zotu4268	Bacteria	Planctomycetota	Planctomycetota						0
Zotu4269	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4270	Bacteria	Chloroflexi	Anaerolineae						0
Zotu4271	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae Pir4_lineage			0
Zotu4272	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4273	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacterales 67-14				0
Zotu4274	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira			0
Zotu4275	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4276	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4277	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum			0
Zotu4278	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae				0
Zotu4279	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu428	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu4280	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Ferrimonas			0
Zotu4281	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas			0
Zotu4282	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira			0
Zotu4283	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu4284	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae				0
Zotu4285	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales					0
Zotu4286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales					0
Zotu4287	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Bd7-8					0
Zotu4288	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Acrophormium_pcc-7375			0
Zotu4290	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NitrosomonadaceaeIs-44			0
Zotu4291	Bacteria	Planctomycetota	Planctomycetota OM190						0
Zotu4292	Bacteria	Bacteroidota	Bacteroidia						0
Zotu4293	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae				0
Zotu4294	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4295	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu4296	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4297	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae				0
Zotu4298	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4299	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum			0
Zotu430	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4300	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4301	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella			0
Zotu4302	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula			0
Zotu4303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae				0
Zotu4304	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4305	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4306	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella			0
Zotu4307	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae				0
Zotu4308	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales Dev007				0
Zotu4309	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu431	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4310	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4311	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales NS9_marine_group				0
Zotu4313	Bacteria	Planctomycetota	Planctomycetota Om190						0
Zotu4314	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcinaceae Desulfosarcinaceae Sva0081_sediment_group			0
Zotu4315	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae				0
Zotu4316	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4317	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu4318	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius			0
Zotu4319	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter			0
Zotu432	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea			0
Zotu4320	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4321	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu4322	Bacteria	Bacteroidota	Bacteroidia	Cytophagales					0
Zotu4324	Bacteria	Cyanobacteria	Cyanobacteriia						0
Zotu4325	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae				0
Zotu4326	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales					0
Zotu4327	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera			0
Zotu4328	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium			0
Zotu4329	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-tissierellales	Anaerococcus				0
Zotu433	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4330	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales					0
Zotu4331	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania			0
Zotu4332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae				0
Zotu4333	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu4334	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella			0
Zotu4335	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4336	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae				0
Zotu4337	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae				0
Zotu4339	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax			0
Zotu434	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4340	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna			0
Zotu4341	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula			0
Zotu4342	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			0
Zotu4343	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_pcc-7319			0
Zotu4344	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus			0
Zotu4346	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis			0
Zotu4347	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales					0
Zotu4348	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu4349	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia			0
Zotu4350	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae Sm1a02			0
Zotu4351	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia Pb19					0
Zotu4352	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus			0
Zotu4354	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae				0
Zotu4355	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae				0
Zotu4356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium			0
Zotu4357	Bacteria	Proteobacteria	Gammaproteobacteria						0
Zotu4358	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter			0
Zotu4359	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae				0
Zotu436	Bacteria	Proteobacteria	Alphaproteobacteria						0
Zotu4360	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales					0
Zotu4361	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Oceanicaulis			0
Zotu4362	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae				0
Zotu4363	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionales Bd2-7				0
Zotu4364	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius			0
Zotu4365	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae				0
Zotu4366	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides_sr001			0
Zotu4367	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter			0
Zotu4368	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae				0
Zotu4369	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella			0
Zotu437	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae				0
Zotu4370	Bacteria	Chloroflexi	Anaerolineae						0
Zotu4371	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae				0
Zotu4372	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera			0
